order_date,ship_date,platform,category,product_name,quantity,campaign,voucher_code,discount_pct,discount_value,shipping_cost,net_sales,payment_method,customer_segment,region,stock_status,order_status,customer_rating,priority_flag,is_high_value,order_priority,valid_transaction
11-10-2024,2024/11/11,LAZADA,ELECTRONICS,WIRELESS EARBUDS,1,NORMAL DAY,NONE,0.0,0,0,1875612,TRANSFER BANK,RETURNING,BANDUNG,LOW STOCK,COMPLETED,3,NO,YES,HIGH,VALID
2024/08/20,2024/03/31,LAZADA,FASHION,HOODIE,1,PAYDAY SALE,DISC15,15.0,36547,9000,0,E-WALLET,RETURNING,JAKARTA,PREORDER,BATAL,5,N,NO,LOW,VALID
2024/05/30,01/06/2024,TOKOPEDIA,SPORTS,YOGA MAT,2,MEGA CAMPAIGN,DISC20,20.0,78941,18000,315763,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
2024/03/24,03-30-2024,SHOPEE,SPORTS,DUMBBELL 5KG,5,NORMAL DAY,NONE,0.0,0,25000,2212455,CREDIT CARD,NEW,BANDUNG,PREORDER,COMPLETED,5,NO,YES,HIGH,VALID
2024/09/29,2024-10-09,TIKTOK SHOP,ELECTRONICS,POWER BANK,1,MEGA CAMPAIGN,DISC20,20.0,457851,12000,1831403,TRANSFER BANK,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
2024/11/19,2024-11-26,TIKTOK SHOP,SPORTS,RUNNING SHOES,2,FLASH SALE,DISC10,0.0,167590,15000,0,VIRTUAL ACCOUNT,NEW,MEDAN,IN STOCK,RETURNED,5,N,NO,LOW,VALID
2024-06-07,2024/06/12,SHOPEE,SPORTS,CYCLING GLOVES,1,NORMAL DAY,NONE,0.0,0,9000,757041,CREDIT CARD,RETURNING,SEMARANG,IN STOCK,COMPLETED,4,N,NO,MEDIUM,VALID
2024-03-01,2024-03-06,LAZADA,ELECTRONICS,PHONE CHARGER,1,MEGA CAMPAIGN,DISC20,20.0,RP 381.038,20000,0,TRANSFER BANK,NEW,MEDAN,IN STOCK,RETURNED,3,PRIORITY,NO,LOW,VALID
2024-03-03,2024/03/07,TOKOPEDIA,SPORTS,SKIPPING ROPE,3,CLEARANCE,CLEAR30,30.0,566416,20000,1321637,E-WALLET,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,3,NORMAL,YES,HIGH,VALID
28/11/2024,12-02-2024,TOKOPEDIA,HOME LIVING,RICE COOKER,2,FLASH SALE,DISC10,10.0,25371,0,228341,CREDIT CARD,NEW,MEDAN,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
2024-06-13,14/06/2024,BLIBLI,FASHION,HOODIE,3,FLASH SALE,DISC10,10.0,113157,15000,1018410,CREDIT CARD,NEW,SEMARANG,IN STOCK,ON DELIVERY,5,NORMAL,YES,HIGH,VALID
02-07-2024,09/02/2024,SHOPEE,ELECTRONICS,BLUETOOTH SPEAKER,1,FLASH SALE,DISC10,10.0,RP 163.595,25000,1472359,VIRTUAL ACCOUNT,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
04-24-2024,2024/03/31,LAZADA,ELECTRONICS,WIRELESS EARBUDS,1,PAYDAY SALE,DISC15,15.0,99284,9000,0,EWALLET,RETURNING,JAKARTA,IN STOCK,CANCELLED,5,NO,NO,LOW,INVALID
02-21-2024,02-26-2024,TOKOPEDIA,FASHION,JEANS,3,NORMAL DAY,NONE,0.0,0,9000,805989,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,IN STOCK,COMPLETED,4,N,NO,MEDIUM,VALID
07-03-2024,2024/03/31,BLIBLI,HOME LIVING,TABLE LAMP,1,MEGA CAMPAIGN,DISC20,20.0,110660,25000,0,COD,NEW,BANDUNG,IN STOCK,BATAL,5,NO,NO,LOW,VALID
30/11/2024,12-06-2024,LAZADA,ELECTRONICS,PHONE CHARGER,1,FLASH SALE,DISC10,10.0,131817,25000,1186356,VIRTUAL ACCOUNT,NEW,MEDAN,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
04-12-2024,2024/03/31,TIKTOK SHOP,SPORTS,DUMBBELL 5KG,2,MEGA CAMPAIGN,DISC20,20.0,248591,0,0,COD,RETURNING,YOGYAKARTA,IN STOCK,CANCELLED,5,NO,NO,LOW,INVALID
2024/05/18,2024/05/23,TOKOPEDIA,BEAUTY,SUNSCREEN,4,CLEARANCE,CLEAR30,30.0,157163,20000,366713,VIRTUAL ACCOUNT,NEW,SEMARANG,PREORDER,COMPLETED,5,N,NO,LOW,VALID
24/12/2024,12-25-2024,TIKTOK SHOP,FASHION,SNEAKERS,4,PAYDAY SALE,DISC15,15.0,94368,0,534752,E-WALLET,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
2024/07/25,2024/07/29,TOKOPEDIA,HOME_LIVING,STORAGE BOX,2,NORMAL DAY,NONE,0.0,0,15000,115652,TRANSFER BANK,RETURNING,SURABAYA,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
2024/06/25,06-29-2024,BLIBLI,HOME LIVING,TABLE LAMP,2,MEGA CAMPAIGN,DISC20,20.0,145173,15000,580691,TRANSFER BANK,NEW,YOGYAKARTA,LOW STOCK,COMPLETED,5,YES,NO,MEDIUM,VALID
2024/08/05,09/08/2024,LAZADA,SPORTS,RUNNING SHOES,2,CLEARANCE,CLEAR30,30.0,42772,25000,99800,TRANSFER BANK,RETURNING,YOGYAKARTA,LOW STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024-01-16,2024/01/20,SHOPEE,BEAUTY,BODY LOTION,6,NORMAL DAY,NONE,0.0,0,18000,1321962,E-WALLET,VIP,BEKASI,IN STOCK,COMPLETED,5,Y,YES,HIGH,VALID
2024-03-03,2024/03/09,LAZADA,BEAUTY,SUNSCREEN,8,CLEARANCE,CLEAR30,30.0,78127,0,182297,E-WALLET,NEW,SEMARANG,IN STOCK,ON DELIVERY,5,N,NO,LOW,VALID
2024-02-17,02-20-2024,TIKTOK SHOP,FASHION,WOMEN DRESS,5,NORMAL DAY,NONE,0.0,0,18000,2334805,E-WALLET,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
2024-12-25,01-01-2025,BLIBLI,ELECTRONICS,BLUETOOTH SPEAKER,3,PAYDAY SALE,NONE,15.0,212303,15000,1203052,CREDIT CARD,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
02-02-2024,02-09-2024,TIKTOK SHOP,SPORTS,CYCLING GLOVES,2,CLEARANCE,CLEAR30,30.0,RP 192.949,12000,450213,COD,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024/09/28,08/10/2024,TOKOPEDIA,FASHION,HOODIE,2,MEGA CAMPAIGN,DISC20,20.0,138456,0,553826,VIRTUAL ACCOUNT,NEW,MEDAN,IN STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
11-13-2024,2024/03/31,TIKTOK SHOP,BEAUTY,LIP TINT,3,PAYDAY SALE,DISC15,15.0,55764,20000,0,E-WALLET,NEW,MAKASSAR,IN STOCK,CANCELLED,5,NORMAL,NO,LOW,INVALID
2024-12-22,2024-12-29,SHOPEE,HOME LIVING,STORAGE BOX,4,PAYDAY SALE,DISC15,0.0,426025,20000,2414139,BANK TRANSFER,RETURNING,MAKASSAR,LOW STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
2024-03-21,03-26-2024,BLIBLI,BEAUTY,FACE WASH,6,FLASH SALE,DISC10,10.0,32180,20000,289624,TRANSFER BANK,RETURNING,SEMARANG,IN STOCK,COMPLETED,4,N,NO,LOW,VALID
10/04/2024,04-16-2024,SHOPEE,SPORTS,YOGA MAT,2,CLEARANCE,CLEAR30,30.0,57900,15000,135100,VIRTUAL ACCOUNT,NEW,SEMARANG,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024-01-23,28/01/2024,TOKOPEDIA,FASHION,JEANS,4,PAYDAY SALE,DISC15,15.0,311862,18000,1767218,E-WALLET,RETURNING,MEDAN,IN STOCK,ON DELIVERY,5,N,YES,HIGH,VALID
09-24-2024,2024/03/31,LAZADA,ELECTRONICS,WIRELESS EARBUDS,4,CLEARANCE,CLEAR30,30.0,1920770,0,0,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,IN STOCK,BATAL,5,NO,NO,LOW,VALID
01-07-2024,2024-01-13,BLIBLI,BEAUTY,LIP TINT,5,FLASH SALE,NONE,10.0,154002,18000,1386023,COD,NEW,SEMARANG,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
22/08/2024,2024/08/30,BLIBLI,FASHION,HOODIE,3,MEGA CAMPAIGN,DISC20,20.0,182753,18000,731011,VIRTUAL ACCOUNT,VIP,YOGYAKARTA,IN STOCK,COMPLETED,3,PRIORITY,NO,MEDIUM,VALID
2024/02/22,2024-02-24,TOKOPEDIA,SPORTS,RUNNING SHOES,2,FLASH SALE,DISC10,10.0,55042,0,495374,CREDIT CARD,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
04/09/2024,06/09/2024,TOKOPEDIA,FASHION,SNEAKERS,1,PAYDAY SALE,DISC15,15.0,36874,18000,208950,E-WALLET,RETURNING,MEDAN,IN STOCK,COMPLETED,3,N,NO,LOW,VALID
06/01/2024,01-11-2024,BLIBLI,HOME LIVING,STORAGE BOX,1,MEGA CAMPAIGN,DISC20,20.0,179145,15000,716578,VIRTUAL ACCOUNT,RETURNING,BEKASI,IN STOCK,COMPLETED,4,N,NO,MEDIUM,VALID
04-09-2024,16/04/2024,TOKOPEDIA,HOME LIVING,STORAGE BOX,3,FLASH SALE,NONE,10.0,184462,15000,1660160,COD,RETURNING,MEDAN,LOW STOCK,COMPLETED,5,N,YES,HIGH,VALID
2024-06-08,2024-06-15,TIKTOK SHOP,ELECTRONICS,POWER BANK,1,PAYDAY SALE,DISC15,15.0,178279,15000,1010248,E-WALLET,RETURNING,SURABAYA,LOW STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
31/07/2024,2024/08/03,SHOPEE,HOME LIVING,BLENDER,2,NORMAL DAY,NONE,0.0,0,20000,381620,VIRTUAL ACCOUNT,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
2024-10-18,2024/10/24,TOKOPEDIA,FASHION,HOODIE,3,FLASH SALE,DISC10,10.0,127188,20000,1144695,VIRTUAL ACCOUNT,RETURNING,YOGYAKARTA,PREORDER,SHIPPED,5,NO,YES,HIGH,VALID
2024/03/11,19/03/2024,BLIBLI,SPORTS,CYCLING GLOVES,5,MEGA CAMPAIGN,DISC20,20.0,133653,25000,534612,CREDIT CARD,RETURNING,SEMARANG,IN STOCK,ON DELIVERY,5,NO,NO,MEDIUM,VALID
02-25-2024,2024/02/27,TIKTOK SHOP,FASHION,SNEAKERS,4,MEGA CAMPAIGN,DISC20,20.0,180113,18000,720451,E-WALLET,VIP,SEMARANG,IN STOCK,COMPLETED,5,PRIORITY,NO,MEDIUM,VALID
17/09/2024,2024-09-27,SHOPEE,SPORTS,DUMBBELL 5KG,5,MEGA CAMPAIGN,DISC20,20.0,246958,20000,987832,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,IN STOCK,COMPLETED,4,YES,NO,MEDIUM,VALID
23/12/2024,2024-12-27,TIKTOK SHOP,HOME LIVING,RICE COOKER,2,MEGA CAMPAIGN,DISC20,20.0,414722,9000,1658890,COD,RETURNING,MAKASSAR,IN STOCK,COMPLETED,5,PRIORITY,YES,HIGH,VALID
22/07/2024,2024/07/23,TOKOPEDIA,SPORTS,DUMBBELL 5KG,5,CLEARANCE,CLEAR30,30.0,496110,9000,1157590,UNKNOWN,RETURNING,MAKASSAR,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
20/10/2024,2024-10-25,TIKTOK SHOP,ELECTRONICS,POWER BANK,2,PAYDAY SALE,DISC15,15.0,149489,0,847103,CREDIT CARD,RETURNING,JAKARTA,IN STOCK,COMPLETED,3,NO,NO,MEDIUM,VALID
2024-07-18,2024/03/31,BLIBLI,HOME LIVING,BLENDER,1,NORMAL DAY,NONE,0.0,0,15000,0,COD,VIP,BANDUNG,IN STOCK,CANCELLED,5,Y,NO,LOW,INVALID
2024-10-21,2024-10-28,LAZADA,FASHION,WOMEN DRESS,1,NORMAL DAY,NONE,0.0,RP 0,9000,401864,E-WALLET,VIP,BANDUNG,IN STOCK,COMPLETED,5,YES,NO,LOW,VALID
2024-12-17,2024/12/19,TIKTOK SHOP,HOME LIVING,STORAGE BOX,2,CLEARANCE,CLEAR30,30.0,256249,0,597913,COD,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,NORMAL,NO,MEDIUM,VALID
12/01/2024,18/01/2024,TOKOPEDIA,BEAUTY,SUNSCREEN,3,FLASH SALE,DISC10,10.0,68625,9000,617622,TRANSFER BANK,VIP,YOGYAKARTA,PREORDER,COMPLETED,5,Y,NO,MEDIUM,VALID
22/11/2024,2024-11-27,LAZADA,FASHION,WOMEN DRESS,3,FLASH SALE,DISC10,0.0,105699,18000,951294,COD,NEW,SURABAYA,PREORDER,COMPLETED,5,N,NO,MEDIUM,VALID
2024/12/06,2024/03/31,LAZADA,BEAUTY,SUNSCREEN,4,CLEARANCE,CLEAR30,30.0,134748,0,314412,CREDIT CARD,NEW,YOGYAKARTA,LOW STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
2024/02/07,2024/02/17,LAZADA,BEAUTY,SUNSCREEN,1,MEGA CAMPAIGN,DISC20,20.0,56499,0,225996,E-WALLET,VIP,MAKASSAR,IN STOCK,COMPLETED,5,YES,NO,LOW,VALID
2024/10/08,2024/03/31,BLIBLI,ELECTRONICS,BLUETOOTH SPEAKER,2,MEGA CAMPAIGN,DISC20,20.0,148506,0,594026,TRANSFER BANK,RETURNING,JAKARTA,LOW STOCK,COMPLETED,4,PRIORITY,NO,MEDIUM,VALID
2024-04-11,2024-04-12,SHOPEE,BEAUTY,SKINCARE SERUM,1,PAYDAY SALE,DISC15,15.0,44597,15000,252717,COD,VIP,BEKASI,IN STOCK,COMPLETED,5,YES,NO,LOW,VALID
07-10-2024,2024/07/15,LAZADA,ELECTRONICS,POWER BANK,1,PAYDAY SALE,DISC15,15.0,70261,15000,398148,COD,NEW,SURABAYA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
03-01-2024,03-05-2024,SHOPEE,FASHION,WOMEN DRESS,1,FLASH SALE,DISC10,10.0,33541,25000,301865,CREDIT CARD,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
2024/12/25,2025/01/01,SHOPEE,SPORTS,CYCLING GLOVES,2,FLASH SALE,DISC10,10.0,13218,20000,118964,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,IN STOCK,COMPLETED,4,N,NO,LOW,VALID
01-05-2024,09/01/2024,SHOPEE,ELECTRONICS,SMARTWATCH,2,FLASH SALE,DISC10,10.0,117161,9000,1054451,TRANSFER BANK,RETURNING,SURABAYA,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
2024-08-27,2024/08/29,TOKOPEDIA,ELECTRONICS,WIRELESS EARBUDS,1,NORMAL DAY,NONE,0.0,0,9000,334227,E-WALLET,RETURNING,YOGYAKARTA,LOW STOCK,COMPLETED,5,N,NO,LOW,VALID
2024-12-06,2024-12-13,BLIBLI,FASHION,MEN T-SHIRT,4,FLASH SALE,DISC10,10.0,159452,25000,1435064,BANK TRANSFER,NEW,SURABAYA,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
2024/07/17,20/07/2024,TOKOPEDIA,SPORTS,CYCLING GLOVES,3,MEGA CAMPAIGN,DISC20,20.0,34500,18000,138000,COD,RETURNING,BEKASI,PREORDER,COMPLETED,5,NO,NO,LOW,VALID
09-09-2024,2024/03/31,SHOPEE,ELECTRONICS,PHONE CHARGER,3,FLASH SALE,DISC10,10.0,68496,20000,0,E-WALLET,RETURNING,BANDUNG,IN STOCK,CANCELLED,5,NORMAL,NO,LOW,INVALID
2024-02-26,2024/03/31,LAZADA,BEAUTY,SKINCARE SERUM,5,MEGA CAMPAIGN,DISC20,20.0,338386,20000,0,E-WALLET,VIP,YOGYAKARTA,IN STOCK,CANCELLED,5,PRIORITY,NO,LOW,INVALID
2024/05/13,05-17-2024,TIKTOK SHOP,SPORTS,CYCLING GLOVES,3,NORMAL DAY,NONE,0.0,0,9000,2494935,COD,RETURNING,SEMARANG,IN STOCK,COMPLETED,4,N,YES,HIGH,VALID
03-06-2024,2024-03-09,LAZADA,ELECTRONICS,PHONE CHARGER,1,NORMAL DAY,NONE,0.0,0,25000,2086727,E-WALLET,RETURNING,SEMARANG,PREORDER,COMPLETED,5,NORMAL,YES,HIGH,VALID
10/02/2024,02-13-2024,LAZADA,HOME LIVING,VACUUM CLEANER,2,NORMAL DAY,NONE,0.0,0,20000,2398164,VIRTUAL ACCOUNT,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
28/04/2024,05-03-2024,BLIBLI,BEAUTY,LIP TINT,5,CLEARANCE,CLEAR30,30.0,488650,18000,1140185,TRANSFER BANK,NEW,JAKARTA,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
2024/12/23,2024-12-29,TIKTOK SHOP,SPORTS,CYCLING GLOVES,1,CLEARANCE,CLEAR30,30.0,197298,25000,460363,E-WALLET,NEW,SEMARANG,IN STOCK,ON DELIVERY,5,NO,NO,LOW,VALID
2024-07-03,08/07/2024,BLIBLI,BEAUTY,SUNSCREEN,4,FLASH SALE,DISC10,10.0,84052,15000,756472,E-WALLET,NEW,MEDAN,IN STOCK,SHIPPED,5,NO,NO,MEDIUM,VALID
12-03-2024,2024-12-09,LAZADA,HOME_LIVING,RICE COOKER,6,MEGA CAMPAIGN,DISC20,20.0,102092,20000,408370,TRANSFER BANK,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,PRIORITY,NO,LOW,VALID
2024/08/26,04/09/2024,SHOPEE,SPORTS,RUNNING SHOES,3,MEGA CAMPAIGN,DISC20,20.0,129001,18000,0,COD,RETURNING,BANDUNG,IN STOCK,RETUR,3,Y,NO,LOW,VALID
2024/03/27,03-28-2024,BLIBLI,SPORTS,DUMBBELL 5KG,3,PAYDAY SALE,DISC15,15.0,260387,12000,1475524,VIRTUAL ACCOUNT,NEW,BANDUNG,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
2024/08/14,2024/08/19,TOKOPEDIA,ELECTRONICS,PHONE CHARGER,3,NORMAL DAY,NONE,0.0,0,20000,322707,TRANSFER BANK,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
09-24-2024,2024-09-26,TIKTOK SHOP,HOME LIVING,TABLE LAMP,1,MEGA CAMPAIGN,DISC20,20.0,30883,9000,123533,UNKNOWN,RETURNING,MAKASSAR,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
17/03/2024,2024-03-19,LAZADA,BEAUTY,SKINCARE SERUM,5,NORMAL DAY,NONE,0.0,0,18000,367770,CREDIT CARD,RETURNING,SURABAYA,LOW STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
16/02/2024,2024/02/20,TIKTOK SHOP,HOME LIVING,STORAGE BOX,3,NORMAL DAY,NONE,0.0,0,25000,1443435,COD,NEW,SURABAYA,LOW STOCK,COMPLETED,4,N,YES,HIGH,VALID
05-17-2024,18/05/2024,LAZADA,BEAUTY,SUNSCREEN,5,FLASH SALE,DISC10,10.0,79741,9000,717669,E-WALLET,RETURNING,BEKASI,IN STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
09-25-2024,09-28-2024,BLIBLI,FASHION,WOMEN DRESS,2,MEGA CAMPAIGN,DISC20,20.0,133872,15000,535486,COD,NEW,BANDUNG,IN STOCK,COMPLETED,4,N,NO,MEDIUM,VALID
02-03-2024,2024-02-05,TIKTOK SHOP,SPORTS,YOGA MAT,3,MEGA CAMPAIGN,DISC20,20.0,79106,20000,316423,E-WALLET,RETURNING,SURABAYA,LOW STOCK,SHIPPED,5,NO,NO,LOW,VALID
2024-11-19,2024-11-25,TOKOPEDIA,FASHION,HOODIE,1,FLASH SALE,DISC10,10.0,46501,25000,418506,TRANSFER BANK,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
16/12/2024,2024-12-19,SHOPEE,FASHION,HOODIE,5,FLASH SALE,DISC10,10.0,94212,0,847903,VIRTUAL ACCOUNT,NEW,MEDAN,LOW STOCK,COMPLETED,4,NORMAL,NO,MEDIUM,VALID
2024-07-10,16/07/2024,BLIBLI,SPORTS,CYCLING GLOVES,3,NORMAL DAY,NONE,0.0,0,18000,990906,CREDIT CARD,RETURNING,MEDAN,IN STOCK,SHIPPED,5,NO,NO,MEDIUM,VALID
2024-08-14,2024/03/31,TOKOPEDIA,ELECTRONICS,POWER BANK,2,CLEARANCE,CLEAR30,30.0,1427054,9000,0,TRANSFER BANK,NEW,SURABAYA,IN STOCK,CANCELLED,5,NO,NO,LOW,INVALID
2024-02-22,2024-03-01,TIKTOK SHOP,BEAUTY,SUNSCREEN,3,MEGA CAMPAIGN,DISC20,20.0,147496,12000,589982,CREDIT CARD,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,PRIORITY,NO,MEDIUM,VALID
2024-12-04,12-07-2024,TOKOPEDIA,HOME_LIVING,VACUUM CLEANER,5,PAYDAY SALE,DISC15,15.0,131685,9000,746215,CREDIT CARD,RETURNING,MAKASSAR,PREORDER,COMPLETED,4,NO,NO,MEDIUM,VALID
22/10/2024,2024/03/31,TOKOPEDIA,HOME LIVING,RICE COOKER,1,FLASH SALE,DISC10,10.0,96080,25000,0,CREDIT CARD,RETURNING,JAKARTA,IN STOCK,CANCEL,5,N,NO,LOW,VALID
2024-03-11,2024/03/31,SHOPEE,SPORTS,CYCLING GLOVES,1,CLEARANCE,NONE,30.0,230540,12000,0,CREDIT CARD,NEW,BEKASI,IN STOCK,CANCELLED,5,NO,NO,LOW,INVALID
03/11/2024,2024/11/10,LAZADA,HOME LIVING,BLENDER,1,NORMAL DAY,NONE,0.0,0,15000,512519,CREDIT CARD,NEW,MEDAN,IN STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
17/07/2024,07-25-2024,TIKTOK SHOP,FASHION,SNEAKERS,3,MEGA CAMPAIGN,DISC20,20.0,293585,20000,1174339,E-WALLET,NEW,MEDAN,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
2024/07/17,07-23-2024,SHOPEE,HOME_LIVING,RICE COOKER,3,PAYDAY SALE,DISC15,0.0,44690,20000,253240,CREDIT CARD,RETURNING,JAKARTA,IN STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
13/12/2024,2024-12-20,SHOPEE,HOME LIVING,BLENDER,1,MEGA CAMPAIGN,DISC20,20.0,53588,15000,214353,TRANSFER BANK,RETURNING,MAKASSAR,LOW STOCK,COMPLETED,5,YES,NO,LOW,VALID
07-26-2024,2024-07-28,TOKOPEDIA,BEAUTY,LIP TINT,2,NORMAL DAY,NONE,0.0,0,20000,155446,VIRTUAL ACCOUNT,VIP,YOGYAKARTA,LOW STOCK,COMPLETED,5,YES,NO,LOW,VALID
05-19-2024,2024/05/21,SHOPEE,FASHION,HOODIE,5,NORMAL DAY,NONE,0.0,RP 0,18000,1282915,E-WALLET,RETURNING,BEKASI,IN STOCK,COMPLETED,4,NORMAL,YES,HIGH,VALID
04-01-2024,2024/04/03,TIKTOK SHOP,ELECTRONICS,POWER BANK,1,NORMAL DAY,NONE,0.0,0,12000,847648,CREDIT CARD,RETURNING,BANDUNG,LOW STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
06/01/2024,01-07-2024,SHOPEE,FASHION,MEN T-SHIRT,2,PAYDAY SALE,DISC15,15.0,RP 172.524,15000,0,E-WALLET,VIP,MEDAN,IN STOCK,RETURNED,3,PRIORITY,NO,LOW,VALID
2024/03/27,2024/03/31,LAZADA,FASHION,JEANS,1,PAYDAY SALE,DISC15,15.0,RP 14.655,12000,83042,COD,RETURNING,MAKASSAR,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
2024/01/24,30/01/2024,TOKOPEDIA,FASHION,SNEAKERS,1,FLASH SALE,DISC10,10.0,31410,15000,282688,E-WALLET,RETURNING,SURABAYA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
09/04/2024,2024/03/31,LAZADA,BEAUTY,LIP TINT,1,NORMAL DAY,NONE,0.0,0,20000,0,VIRTUAL ACCOUNT,RETURNING,BEKASI,IN STOCK,CANCELLED,5,NO,NO,LOW,INVALID
2024/06/24,2024/03/31,LAZADA,BEAUTY,LIP TINT,6,NORMAL DAY,NONE,0.0,RP 0,15000,0,VIRTUAL ACCOUNT,RETURNING,YOGYAKARTA,PREORDER,CANCELLED,5,N,NO,LOW,INVALID
09-12-2024,17/09/2024,TIKTOK SHOP,HOME LIVING,STORAGE BOX,5,PAYDAY SALE,DISC15,15.0,425411,18000,2410664,TRANSFER BANK,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
11-20-2024,24/11/2024,TOKOPEDIA,FASHION,WOMEN DRESS,2,FLASH SALE,DISC10,10.0,94160,20000,847436,E-WALLET,VIP,SEMARANG,IN STOCK,COMPLETED,4,YES,NO,MEDIUM,VALID
2024-05-02,2024/03/31,SHOPEE,ELECTRONICS,POWER BANK,4,MEGA CAMPAIGN,DISC20,20.0,1994442,15000,0,TRANSFER BANK,RETURNING,YOGYAKARTA,IN STOCK,BATAL,5,PRIORITY,NO,LOW,VALID
01/12/2024,2024/03/31,BLIBLI,HOME LIVING,VACUUM CLEANER,2,NORMAL DAY,NONE,0.0,0,18000,2006142,E-WALLET,RETURNING,MEDAN,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
11-18-2024,2024/03/31,SHOPEE,BEAUTY,SKINCARE SERUM,4,NORMAL DAY,NONE,0.0,0,25000,0,VIRTUAL ACCOUNT,VIP,BANDUNG,IN STOCK,BATAL,5,PRIORITY,NO,LOW,VALID
21/10/2024,22/10/2024,SHOPEE,FASHION,SNEAKERS,4,FLASH SALE,DISC10,10.0,190752,12000,1716772,VIRTUAL ACCOUNT,RETURNING,JAKARTA,IN STOCK,COMPLETED,3,NO,YES,HIGH,VALID
2024/01/25,2024-01-26,LAZADA,FASHION,SNEAKERS,2,FLASH SALE,DISC10,10.0,77547,18000,697923,CREDIT CARD,RETURNING,MAKASSAR,LOW STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
09-21-2024,25/09/2024,SHOPEE,ELECTRONICS,BLUETOOTH SPEAKER,3,FLASH SALE,DISC10,10.0,RP 39.247,0,353219,TRANSFER BANK,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024/06/14,06-17-2024,BLIBLI,ELECTRONICS,WIRELESS EARBUDS,1,FLASH SALE,DISC10,10.0,29988,9000,269892,CREDIT CARD,RETURNING,SURABAYA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
06/12/2024,11/12/2024,TIKTOK SHOP,FASHION,WOMEN DRESS,8,PAYDAY SALE,DISC15,15.0,274709,0,1556683,BANK TRANSFER,RETURNING,BEKASI,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
08/11/2024,11-12-2024,LAZADA,HOME LIVING,STORAGE BOX,3,MEGA CAMPAIGN,DISC20,20.0,334862,12000,1339450,COD,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,YES,YES,HIGH,VALID
